Type,Breed,Color,Sex,Size,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition,Outcome Condition,Age,Color_encoded,Sex_encoded,Intake Condition_encoded,Intake Type_encoded,Breed_encoded,Size_encoded
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A331527,01/04/2016,01/09/2016,5,CONFISCATE,ADOPTION,TREATABLE/REHAB,HEALTHY,15,1,3,2,2,13,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A278233,01/16/2015,01/20/2015,4,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,15,0,3,0,3,13,3
CAT,DOMESTIC SH,SEAL PT,Spayed,KITTN,A417863,05/27/2023,06/30/2023,34,STRAY,ADOPTION,HEALTHY,HEALTHY,0,23,3,0,5,13,0
CAT,DOMESTIC LH,BLACK/WHITE,Neutered,KITTN,A322634,06/03/2015,07/18/2015,45,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,1,2,2,5,8,0
CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,A341933,09/03/2016,10/04/2016,31,STRAY,ADOPTION,HEALTHY,HEALTHY,8,26,3,0,5,13,3
CAT,DOMESTIC SH,GRAY,Neutered,SMALL,A308851,07/08/2014,07/16/2014,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,14,2,0,3,13,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A335370,04/08/2016,04/08/2016,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,13,0,2,0,5,13,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A392156,10/10/2019,10/12/2019,2,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,15,2,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A391768,09/26/2019,10/03/2019,7,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,4,1,2,0,3,13,0
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,LARGE,A318058,03/17/2015,03/24/2015,7,STRAY,ADOPTION,HEALTHY,HEALTHY,10,26,2,0,5,13,1
CAT,SIAMESE/MIX,LYNX PT,Spayed,SMALL,A337042,05/13/2016,06/15/2016,33,TRANSFER,ADOPTION,HEALTHY,HEALTHY,9,18,3,0,6,34,3
CAT,DOMESTIC MH,BUFF,Neutered,KITTN,A351350,04/22/2017,06/07/2017,46,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,9,2,2,5,11,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A310117,08/13/2014,11/29/2014,108,STRAY,ADOPTION,HEALTHY,HEALTHY,9,0,2,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A329778,11/20/2015,12/01/2015,11,STRAY,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,5,13,3
CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,A413467,09/30/2022,10/12/2022,12,OWNER SURRENDER,ADOPTION,UNKNOWN,PENDING,1,21,2,3,3,11,0
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,A362621,10/15/2017,11/17/2017,33,STRAY,ADOPTION,UNKNOWN,TREATABLE/REHAB,15,20,2,3,5,13,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A360470,08/30/2017,09/05/2017,6,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,21,2,0,3,13,3
CAT,SIAMESE,SEAL PT,Neutered,SMALL,A378471,10/23/2018,11/08/2018,16,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,23,2,0,5,31,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,A405190,06/04/2021,07/10/2021,36,STRAY,ADOPTION,UNKNOWN,PENDING,2,16,2,3,5,13,0
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,KITTN,A405205,06/04/2021,07/15/2021,41,STRAY,ADOPTION,UNKNOWN,HEALTHY,2,17,3,3,5,11,0
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A413497,09/30/2022,12/13/2022,74,STRAY,ADOPTION,HEALTHY,HEALTHY,1,0,3,0,5,13,0
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A310511,08/22/2014,09/02/2014,11,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,0,3,0,3,13,0
CAT,DOMESTIC SH,WHITE,Spayed,SMALL,A267630,04/01/2014,05/15/2014,44,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,19,25,3,0,3,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A388201,08/22/2019,09/07/2019,16,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,4,6,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A322530,05/30/2015,06/06/2015,7,STRAY,RETURN TO OWNER,HEALTHY,TREATABLE/MANAGEABLE,9,6,3,0,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A319654,04/01/2015,04/02/2015,1,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,14,24,3,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A352256,05/03/2017,07/18/2017,76,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,10,0,2,2,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A307121,05/23/2014,06/21/2014,29,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,6,2,2,5,13,0
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A333822,03/26/2016,03/26/2016,0,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,8,11,3,0,0,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A250335,07/12/2016,08/13/2016,32,STRAY,ADOPTION,HEALTHY,HEALTHY,13,6,3,0,5,13,3
CAT,DOMESTIC LH,GRAY/WHITE,Neutered,SMALL,A317836,03/11/2015,04/14/2015,34,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,11,17,2,0,5,8,3
CAT,SIAMESE,SEAL PT,Neutered,KITTN,A339510,07/12/2016,07/23/2016,11,STRAY,ADOPTION,HEALTHY,HEALTHY,7,23,2,0,5,31,0
CAT,SIAMESE,LYNX PT,Neutered,KITTN,A391603,09/20/2019,09/25/2019,5,STRAY,ADOPTION,HEALTHY,HEALTHY,4,18,2,0,5,31,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A394254,12/06/2019,01/04/2020,29,STRAY,ADOPTION,HEALTHY,PENDING,4,1,3,0,5,13,0
CAT,DOMESTIC SH,GRAY,Neutered,SMALL,A305314,04/12/2014,04/19/2014,7,OWNER SURRENDER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,16,14,2,1,3,13,3
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,A329966,12/02/2015,01/30/2016,59,STRAY,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,15,20,2,1,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A386752,05/04/2019,05/22/2019,18,STRAY,ADOPTION,HEALTHY,HEALTHY,6,0,2,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A310193,08/15/2014,09/18/2014,34,STRAY,ADOPTION,HEALTHY,HEALTHY,9,0,2,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A340081,08/27/2016,09/29/2016,33,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,0,13,0
CAT,DOMESTIC SH,TORTIE,Female,KITTN,A412986,09/13/2022,11/30/2022,78,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,HEALTHY,1,24,0,2,3,13,0
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A375206,08/07/2018,08/17/2018,10,STRAY,ADOPTION,HEALTHY,HEALTHY,7,24,3,0,5,13,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A363789,10/31/2017,11/01/2017,1,STRAY,RETURN TO OWNER,UNKNOWN,HEALTHY,20,15,3,3,5,13,3
CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,A348521,02/17/2017,02/28/2017,11,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,5,3,0,3,13,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,A309994,08/09/2014,08/24/2014,15,STRAY,ADOPTION,HEALTHY,HEALTHY,9,14,2,0,5,13,0
CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,A339505,07/12/2016,07/22/2016,10,STRAY,ADOPTION,HEALTHY,HEALTHY,19,6,3,0,5,8,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A417449,05/12/2023,06/10/2023,29,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,24,3,0,3,13,3
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,A374588,07/10/2018,07/18/2018,8,STRAY,ADOPTION,HEALTHY,HEALTHY,5,1,2,0,5,11,0
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A394194,12/03/2019,12/21/2019,18,STRAY,ADOPTION,HEALTHY,HEALTHY,5,17,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A321822,05/19/2015,07/14/2015,56,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,6,2,2,5,13,0
CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,A341210,08/19/2016,09/13/2016,25,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,1,3,0,3,8,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A381831,12/11/2018,12/11/2018,0,STRAY,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,-1,15,2,2,5,13,3
CAT,DOMESTIC SH,BLACK,Female,SMALL,A400686,09/30/2020,11/03/2020,34,CONFISCATE,RETURN TO OWNER,UNKNOWN,PENDING,-1,0,0,3,2,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A374010,06/13/2018,08/11/2018,59,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,13,6,3,1,3,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A354749,07/07/2017,08/12/2017,36,STRAY,ADOPTION,HEALTHY,HEALTHY,6,6,2,0,5,13,0
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,A416535,04/05/2023,04/22/2023,17,STRAY,ADOPTION,HEALTHY,HEALTHY,2,27,2,0,5,13,3
CAT,DOMESTIC MH,ORG TABBY,Neutered,MED,A324305,07/14/2015,08/18/2015,35,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,18,21,2,0,3,11,2
CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,A357526,08/22/2017,11/16/2017,86,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,3,3,2,5,13,0
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,KITTN,A329979,12/02/2015,12/04/2015,2,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,8,27,2,0,5,13,0
CAT,DOMESTIC MH,BRN TABBY,Neutered,KITTN,A414848,01/10/2023,03/01/2023,50,STRAY,ADOPTION,HEALTHY,HEALTHY,1,6,2,0,5,11,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A397717,06/02/2020,07/28/2020,56,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,3,6,3,2,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A353913,06/10/2017,06/10/2017,0,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,11,21,2,1,5,13,3
CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,A375799,09/05/2018,09/22/2018,17,STRAY,ADOPTION,HEALTHY,HEALTHY,5,18,2,0,5,34,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A327149,09/19/2015,10/07/2015,18,STRAY,ADOPTION,HEALTHY,HEALTHY,8,8,2,0,5,13,0
CAT,SIAMESE,FLAME PT,Neutered,SMALL,A354891,07/11/2017,08/03/2017,23,OWNER SURRENDER,ADOPTION,UNKNOWN,HEALTHY,9,13,2,3,3,31,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A306235,05/06/2014,06/20/2014,45,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,3,0,5,13,0
CAT,DOMESTIC SH,GRAY,Spayed,SMALL,A322411,05/26/2015,06/24/2015,29,STRAY,ADOPTION,HEALTHY,HEALTHY,8,14,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,A316717,02/11/2015,02/24/2015,13,STRAY,ADOPTION,HEALTHY,HEALTHY,9,8,2,0,5,13,3
CAT,DOMESTIC SH,BUFF,Neutered,KITTN,A393513,11/06/2019,11/09/2019,3,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,4,9,2,0,3,13,0
CAT,DOMESTIC LH,BLACK,Neutered,SMALL,A326228,08/21/2015,08/25/2015,4,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,0,2,0,5,8,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,A309465,07/26/2014,08/23/2014,28,STRAY,ADOPTION,HEALTHY,HEALTHY,9,16,3,0,5,13,0
CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,A352668,05/13/2017,07/01/2017,49,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,1,3,2,5,11,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A361196,09/22/2017,09/30/2017,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,21,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A400627,09/28/2020,10/28/2020,30,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,3,6,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A342658,09/23/2016,09/28/2016,5,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,8,2,0,5,13,0
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A375207,08/07/2018,10/23/2018,77,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,24,3,2,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A355636,07/15/2017,07/20/2017,5,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,1,2,0,3,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A377228,10/03/2018,10/20/2018,17,STRAY,ADOPTION,UNKNOWN,PENDING,7,21,2,3,5,13,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A375920,09/08/2018,10/16/2018,38,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,0,3,3,5,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A307890,06/11/2014,07/05/2014,24,STRAY,ADOPTION,HEALTHY,HEALTHY,9,8,2,0,5,13,0
CAT,DOMESTIC SH,BLUE CREAM,Spayed,KITTN,A416918,04/22/2023,07/14/2023,83,BORN HERE,ADOPTION,UNKNOWN,HEALTHY,0,4,3,3,1,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A307405,05/30/2014,07/08/2014,39,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,1,2,2,5,13,0
CAT,SIAMESE,SEAL PT,Spayed,SMALL,A323270,06/25/2015,06/30/2015,5,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,12,23,3,0,5,31,3
CAT,DOMESTIC MH,BUFF,Neutered,LARGE,A389342,07/10/2019,08/10/2019,31,STRAY,ADOPTION,TREATABLE/REHAB,TREATABLE/REHAB,13,9,2,2,5,11,1
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A339518,07/12/2016,07/19/2016,7,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,6,2,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A413867,10/25/2022,12/23/2022,59,STRAY,ADOPTION,HEALTHY,HEALTHY,1,0,2,0,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A366429,12/23/2017,12/26/2017,3,STRAY,RETURN TO OWNER,UNKNOWN,TREATABLE/MANAGEABLE,6,21,2,3,5,13,3
CAT,DOMESTIC LH,WHITE,Spayed,SMALL,A341723,08/30/2016,08/30/2016,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,25,3,0,5,8,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A326447,08/29/2015,09/03/2015,5,CONFISCATE,RETURN TO OWNER,HEALTHY,HEALTHY,22,1,2,0,2,13,3
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A312015,09/24/2014,11/12/2014,49,STRAY,ADOPTION,HEALTHY,HEALTHY,9,0,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A313504,11/06/2014,11/13/2014,7,STRAY,ADOPTION,HEALTHY,HEALTHY,9,8,2,0,5,13,0
CAT,DOMESTIC MH,BLACK/WHITE,Spayed,SMALL,A342938,09/28/2016,10/14/2016,16,QUARANTINE,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,10,1,3,1,4,11,3
CAT,SIAMESE/MIX,LYNX PT,Spayed,SMALL,A374921,07/24/2018,07/31/2018,7,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,18,3,0,5,34,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A389312,07/09/2019,08/22/2019,44,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,24,3,0,3,13,3
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A355972,07/26/2017,08/02/2017,7,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,0,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A416338,03/23/2023,04/28/2023,36,STRAY,ADOPTION,HEALTHY,HEALTHY,1,6,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A412728,08/04/2022,09/26/2022,53,STRAY,ADOPTION,HEALTHY,HEALTHY,1,6,3,0,5,13,0
CAT,DOMESTIC MH,BRN TABBY/TORTIE,Spayed,KITTN,A392049,10/04/2019,10/12/2019,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,4,7,3,0,3,11,0
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,A356798,08/15/2017,08/19/2017,4,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,15,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A313507,11/06/2014,11/15/2014,9,STRAY,ADOPTION,HEALTHY,HEALTHY,9,8,2,0,5,13,0
CAT,DOMESTIC MH,BRN TABBY,Spayed,SMALL,A313743,11/14/2014,11/29/2014,15,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,3,0,5,11,3
CAT,DOMESTIC LH,ORG TABBY/WHITE,Neutered,SMALL,A316380,01/31/2015,02/03/2015,3,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,9,22,2,0,5,8,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A412332,07/06/2022,08/20/2022,45,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,1,1,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A397539,05/16/2020,08/15/2020,91,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,3,8,3,2,5,13,0
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A315355,12/30/2014,02/03/2015,35,STRAY,ADOPTION,HEALTHY,HEALTHY,15,11,3,0,5,13,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A326419,08/29/2015,09/15/2015,17,STRAY,ADOPTION,HEALTHY,HEALTHY,8,21,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A342458,09/17/2016,10/29/2016,42,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,6,3,2,5,13,0
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,A405454,06/23/2021,09/25/2021,94,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,9,22,2,1,3,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A339537,07/13/2016,07/21/2016,8,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,24,3,0,5,13,3
CAT,DOMESTIC LH,BLACK,Spayed,SMALL,A391263,09/10/2019,09/20/2019,10,STRAY,ADOPTION,HEALTHY,HEALTHY,6,0,3,0,5,8,3
CAT,DOMESTIC SH,BUFF,Neutered,KITTN,A389197,07/03/2019,07/11/2019,8,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,4,9,2,0,3,13,0
CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,A335938,04/21/2016,05/04/2016,13,STRAY,ADOPTION,HEALTHY,TREATABLE/MANAGEABLE,11,28,3,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A416516,04/04/2023,05/13/2023,39,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,0,2,3,5,13,0
CAT,SIAMESE,LYNX PT,Neutered,KITTN,A337117,05/17/2016,06/16/2016,30,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,18,2,2,5,31,0
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A326430,08/29/2015,09/12/2015,14,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,24,3,0,3,13,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A309123,07/16/2014,07/26/2014,10,STRAY,ADOPTION,HEALTHY,HEALTHY,9,0,2,0,5,13,0
CAT,SCOTTISH FOLD/MIX,BUFF,Neutered,KITTN,A388190,06/11/2019,06/20/2019,9,STRAY,ADOPTION,HEALTHY,HEALTHY,4,9,2,0,5,30,0
CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,A311114,09/03/2014,09/09/2014,6,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,28,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A324888,08/04/2015,08/22/2015,18,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,6,2,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A386924,05/14/2019,05/17/2019,3,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,4,6,2,0,3,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A324887,08/04/2015,09/01/2015,28,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,21,2,2,5,13,0
CAT,PERSIAN/MIX,GRAY/WHITE,Neutered,SMALL,A333724,03/02/2016,03/12/2016,10,CONFISCATE,ADOPTION,HEALTHY,HEALTHY,9,17,2,0,2,26,3
CAT,DOMESTIC LH,GRAY TABBY,Neutered,SMALL,A405351,06/12/2021,07/06/2021,24,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,14,15,2,3,5,8,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,A416920,04/22/2023,07/26/2023,95,BORN HERE,ADOPTION,UNKNOWN,HEALTHY,0,17,3,3,1,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A402287,01/30/2021,02/09/2021,10,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,3,1,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A406853,09/22/2021,10/15/2021,23,STRAY,ADOPTION,UNKNOWN,HEALTHY,2,6,3,3,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A418341,09/17/2014,09/20/2014,3,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,9,21,2,0,5,13,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A306159,05/02/2014,05/24/2014,22,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,13,21,2,1,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A322541,05/30/2015,06/24/2015,25,STRAY,ADOPTION,HEALTHY,HEALTHY,8,0,2,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A313742,11/14/2014,12/20/2014,36,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,1,2,2,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A368113,02/13/2018,03/20/2018,35,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,19,21,2,2,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A341221,08/19/2016,08/26/2016,7,STRAY,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,5,13,0
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A335177,04/05/2016,04/12/2016,7,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,24,3,0,3,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A370793,04/12/2018,05/19/2018,37,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,5,6,3,2,5,13,0
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,A277699,10/27/2017,11/25/2017,29,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,12,22,2,0,3,13,3
CAT,DOMESTIC MH,ORANGE,Neutered,SMALL,A313193,10/29/2014,11/13/2014,15,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,19,2,2,5,11,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A384462,02/20/2019,03/05/2019,13,STRAY,ADOPTION,HEALTHY,HEALTHY,5,1,3,0,5,13,0
CAT,DOMESTIC SH,WHITE/BLACK,Spayed,KITTN,A326317,08/26/2015,09/11/2015,16,STRAY,ADOPTION,HEALTHY,HEALTHY,8,26,3,0,5,13,0
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,A418029,06/03/2023,07/21/2023,48,STRAY,ADOPTION,HEALTHY,HEALTHY,0,14,2,0,5,13,0
CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,A322482,05/28/2015,07/01/2015,34,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,27,2,0,3,13,3
CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,SMALL,A329530,11/06/2015,11/10/2015,4,STRAY,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,19,8,2,2,5,8,3
CAT,DOMESTIC SH,WHITE/GRAY,Neutered,KITTN,A393419,10/31/2019,12/07/2019,37,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,4,28,2,2,5,13,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A341161,08/18/2016,10/20/2016,63,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,0,2,2,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A327029,09/16/2015,09/23/2015,7,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,8,8,3,0,5,13,0
